exp,X,mod,symbol,n,B1_bits_per_gap,Btr_bits_per_gap,U_bits_per_gap,Btr_gain_vs_B1,U_gain_vs_Btr,U_gain_vs_B1,final_ctw_weight
15.0,32768.0,30.0,next_unit_residue_mod_30,3030.0,2.2268817153066163,2.2268817153066163,2.2272117483099168,0.0,-0.0003300330033003302,-0.0003300330033003302,0.0
16.0,65536.0,30.0,next_unit_residue_mod_30,5709.0,2.3407989860311145,2.3407989860311145,2.3409741480559876,0.0,-0.00017516202487300757,-0.00017516202487300757,0.0
17.0,131072.0,30.0,next_unit_residue_mod_30,10749.0,2.451310797890532,2.451310797890532,2.451403829800477,0.0,-9.303190994511109e-05,-9.303190994511109e-05,0.0
18.0,262144.0,30.0,next_unit_residue_mod_30,20390.0,2.5482424630296867,2.5482424630296867,2.548291506678534,0.0,-4.9043648847474276e-05,-4.9043648847474276e-05,0.0
