baseline,y,W,phi_W,symbol,alphabet_size,exp,X,n,R_bits_per_gap,B_exact_bits_per_gap,U_exact_bits_per_gap,B_symbol_bits_per_gap,U_symbol_bits_per_gap,null_mean,null_sd,null_p05,null_p95,z_vs_null
B0,2.0,2.0,1.0,gap_mod_210,210.0,14.0,16384.0,1612.0,0.04423929161327889,3.6330696452316564,3.5888303536183814,3.633069645096844,3.588830353483557,-0.000620347394540941,3.7021972030927625e-18,-0.000620347394540946,-0.0006203473945409377,1.21170311971347e+16
B0,2.0,2.0,1.0,gap_mod_210,210.0,15.0,32768.0,3030.0,0.04803373556942525,3.734550497311372,3.686516761741941,3.7345504966258165,3.68651676105639,-0.0003300330033003284,2.674267681142409e-18,-0.0003300330033003327,-0.00033003300330032727,1.8084864471033532e+16
B0,2.0,2.0,1.0,gap_mod_210,210.0,16.0,65536.0,5709.0,0.055518200278142055,3.8303731867167756,3.7748549864386436,3.830373183886064,3.774854983607915,-0.00017516202487300657,2.7646623921618748e-18,-0.0001751620248730118,-0.00017516202487300473,2.014472452799732e+16
B0,2.0,2.0,1.0,gap_mod_210,210.0,17.0,131072.0,10749.0,0.06828679601792088,3.9248345594662375,3.8565477634483183,3.924834549674841,3.856547753656899,-9.303190994511071e-05,8.561508022157211e-19,-9.303190994511158e-05,-9.303190994511014e-05,7.986890598116451e+16
B1(11),11.0,2310.0,480.0,gap_mod_210,210.0,14.0,16384.0,1612.0,-0.000620347394540943,2.1034336493682986,2.1040539967628393,2.1034336493673482,2.104053996761889,-0.0006203473945409426,4.0567130674367425e-19,-0.0006203473945409433,-0.0006203473945409424,-1.0690449676496976
B1(11),11.0,2310.0,480.0,gap_mod_210,210.0,15.0,32768.0,3030.0,-0.0003300330033003298,2.2268817153066163,2.2272117483099168,2.2268817152961216,2.227211748299422,-0.00033003300330033004,4.9387759393965695e-19,-0.0003300330033003304,-0.0003300330033003301,0.4390570399587614
B1(11),11.0,2310.0,480.0,gap_mod_210,210.0,16.0,65536.0,5709.0,-0.00017516202487300765,2.3407989860311145,2.3409741480559876,2.3407989859514875,2.3409741479763606,-0.00017516202487300765,2.658507059294559e-19,-0.0001751620248730081,-0.00017516202487300754,0.0
B1(11),11.0,2310.0,480.0,gap_mod_210,210.0,17.0,131072.0,10749.0,-9.303190994511117e-05,2.451310797890532,2.451403829800477,2.4513107974512103,2.4514038293611553,-9.303190994511113e-05,1.3223266793225314e-19,-9.30319099451113e-05,-9.303190994511107e-05,-0.3074700231340454
