exp,X,mod,symbol,n,B1_bits_per_gap,Btr_bits_per_gap,U_bits_per_gap,Btr_gain_vs_B1,U_gain_vs_Btr,U_gain_vs_B1,final_ctw_weight
15.0,32768.0,30.0,next_unit_residue_mod_30,3030.0,2.2268817153066163,2.6455661048306918,2.645896137833992,-0.41868438952407805,-0.00033003300330033155,-0.41901442252737836,3.945873790860874e-98
16.0,65536.0,30.0,next_unit_residue_mod_30,5709.0,2.3407989860311145,2.739572948129619,2.7397481101544923,-0.3987739620985,-0.00017516202487300643,-0.398949124123373,1.3165523807719198e-160
