exp,X,n,R_bits_per_gap,B1_exact_bits_per_gap,U1_exact_bits_per_gap,B1_bucket_bits_per_gap,U1_bucket_bits_per_gap,null_mean,null_sd,null_p05,null_p95,z_vs_null
15,32768.0,3030.0,-0.0003300330033003296,2.2268817153066163,2.2272117483099168,1.8678291177078878,1.868159150711188,-0.0003300330033003299,4.172525528112635e-19,-0.00033003300330033074,-0.0003300330033003295,0.6496078724867163
16,65536.0,5709.0,-0.00017516202487300787,2.3407989860311145,2.3409741480559876,1.9555517916005583,1.9557269536254314,-0.0001751620248730076,2.0675933706013112e-19,-0.00017516202487300792,-0.0001751620248730073,-1.3109470506889243
17,131072.0,10749.0,-9.303190994511115e-05,2.451310797890532,2.451403829800477,1.9931885012505661,1.9932815331605107,-9.30319099451112e-05,1.3000599129300529e-19,-9.30319099451114e-05,-9.303190994511105e-05,0.4169816181940216
18,262144.0,20390.0,-4.904364884747404e-05,2.5482424630296867,2.548291506678534,2.0531412248209437,2.053190268469791,-4.904364884747418e-05,1.5331582326749127e-19,-4.904364884747444e-05,-4.9043648847474005e-05,0.928159482211095
19,524288.0,38635.0,-2.588326646822828e-05,2.645104391691567,2.6451302749580354,2.0899119379634015,2.0899378212298703,-2.588326646822827e-05,6.771791650766537e-20,-2.58832664682284e-05,-2.5883266468228165e-05,-0.1500990563686501
20,1048576.0,73586.0,-1.3589541488870198e-05,2.731673799752871,2.73168738929436,2.119798527730704,2.1198121172721924,-1.3589541488870176e-05,2.561564817287163e-20,-1.3589541488870232e-05,-1.3589541488870142e-05,-0.8597423137601966
21,2097152.0,140336.0,-7.1257553300649776e-06,2.81495327850538,2.8149604042607104,2.15348875070376,2.15349587645909,-7.125755330064978e-06,2.4941568769104363e-20,-7.125755330065012e-06,-7.125755330064941e-06,0.033960692492748794
22,4194304.0,268216.0,-3.7283383541623186e-06,2.893612067941753,2.8936157962801072,2.1967335545131212,2.1967372828514753,-3.7283383541623156e-06,8.32407117132588e-21,-3.728338354162336e-06,-3.7283383541623063e-06,-0.35614968377520967
