null_index,exp,X,n,R_bits_per_gap
34,23.0,8388608.0,514345.0,-1.944220319046561e-06
34,24.0,16777216.0,985693.0,-1.01451466125865e-06
34,25.0,33554432.0,1895031.0,-5.276958529965792e-07
34,26.0,67108864.0,3645815.0,-2.742870935579517e-07
35,15.0,32768.0,3026.0,-0.0003304692663582272
35,16.0,65536.0,5703.0,-0.00017534630896019583
35,17.0,131072.0,10796.0,-9.262689885142578e-05
35,18.0,262144.0,20372.0,-4.908698213233842e-05
35,19.0,524288.0,38723.0,-2.5824445420034497e-05
35,20.0,1048576.0,73565.0,-1.3593420784340026e-05
35,21.0,2097152.0,140547.0,-7.115057596391412e-06
35,22.0,4194304.0,268131.0,-3.729520271807512e-06
35,23.0,8388608.0,514555.0,-1.9434268445549576e-06
35,24.0,16777216.0,985591.0,-1.0146196546031761e-06
35,25.0,33554432.0,1893959.0,-5.279945342005772e-07
35,26.0,67108864.0,3646955.0,-2.742013542804908e-07
36,15.0,32768.0,3060.0,-0.00032679738562091517
36,16.0,65536.0,5791.0,-0.0001726817475392872
36,17.0,131072.0,10763.0,-9.291089844838716e-05
36,18.0,262144.0,20519.0,-4.873531848530625e-05
36,19.0,524288.0,38997.0,-2.564299817934715e-05
36,20.0,1048576.0,73686.0,-1.3571098987595831e-05
36,21.0,2097152.0,140349.0,-7.125095298149729e-06
36,22.0,4194304.0,268151.0,-3.729242106126747e-06
36,23.0,8388608.0,513604.0,-1.9470253346936263e-06
36,24.0,16777216.0,985266.0,-1.0149543372043735e-06
36,25.0,33554432.0,1893094.0,-5.282357875520074e-07
36,26.0,67108864.0,3646578.0,-2.7422970247722055e-07
37,15.0,32768.0,3062.0,-0.0003265839320705411
37,16.0,65536.0,5773.0,-0.00017322016282695393
37,17.0,131072.0,10773.0,-9.282465422816259e-05
37,18.0,262144.0,20260.0,-4.935834155972346e-05
37,19.0,524288.0,38729.0,-2.5820444628056907e-05
37,20.0,1048576.0,73805.0,-1.3549217532687496e-05
37,21.0,2097152.0,140345.0,-7.125298371869523e-06
37,22.0,4194304.0,267702.0,-3.735496933157028e-06
37,23.0,8388608.0,512878.0,-1.949781429501723e-06
37,24.0,16777216.0,985748.0,-1.0144580562171948e-06
37,25.0,33554432.0,1895193.0,-5.276507458606838e-07
37,26.0,67108864.0,3647278.0,-2.741770712295491e-07
38,15.0,32768.0,3047.0,-0.0003281916639317344
38,16.0,65536.0,5635.0,-0.00017746228926353118
38,17.0,131072.0,10677.0,-9.365926758452736e-05
38,18.0,262144.0,20373.0,-4.908457271879496e-05
38,19.0,524288.0,38823.0,-2.5757927002034366e-05
38,20.0,1048576.0,73546.0,-1.3596932532020948e-05
38,21.0,2097152.0,140257.0,-7.129768924188803e-06
38,22.0,4194304.0,267957.0,-3.731942065331372e-06
38,23.0,8388608.0,513953.0,-1.945703206324213e-06
38,24.0,16777216.0,986037.0,-1.014160726220188e-06
38,25.0,33554432.0,1894423.0,-5.278652127851097e-07
38,26.0,67108864.0,3645416.0,-2.7431711497398037e-07
39,15.0,32768.0,3005.0,-0.000332778702163058
39,16.0,65536.0,5768.0,-0.00017337031900138588
39,17.0,131072.0,10884.0,-9.187798603454559e-05
39,18.0,262144.0,20262.0,-4.935346954890964e-05
39,19.0,524288.0,38485.0,-2.5984149668701122e-05
39,20.0,1048576.0,73744.0,-1.3560425254935524e-05
39,21.0,2097152.0,140752.0,-7.104694782311958e-06
39,22.0,4194304.0,267761.0,-3.7346738322609763e-06
39,23.0,8388608.0,514399.0,-1.9440162208713753e-06
39,24.0,16777216.0,985605.0,-1.0146052424652423e-06
39,25.0,33554432.0,1894525.0,-5.278367928636456e-07
39,26.0,67108864.0,3645869.0,-2.74283031014011e-07
40,15.0,32768.0,3026.0,-0.00033046926635822786
